fire_name,username,tweet,human_theme,cgpt_theme,cgpt_sentiment,cgpt_category,claude_theme,claude_sentiment,claude_category
chetco-bar,Neketa1,#ChetcoBarFire  9/04 4:30am as seen on Gardner Ridge    Fir is too close to town and no one is reporting Nationally https://t.co/ZqgtzkDx1E,Fire Progression,Evacuation and immediate disruption,Anger/Blame,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,backwoodshome,"Chetco Bar Fire: Tried driving to Gold Beach today, but turned back at Florence due to smoke. https://t.co/K8JiYyurri https://t.co/u0r5GsYkzl",Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
chetco-bar,jilliananne1,It is hell on earth here on the south coast! #ChetcoBarFire #ChetcoStrong #oregonfires https://t.co/oRRSDPvDNe,Fire Progression,Seeking visibility and official action,Neutral/Informational,Community solidarity and appreciation,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,jilliananne1,@horridpoplyrics That sucks and I hate whoever caused it but we are still hating life since July #ChetcoBarFire,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,JeedBe,A Level 3 Evacuation(GO!)means residents within this area should leave immediately-Chetco Bar Fire  9/04/17 6:30 pm https://t.co/H42xd6WCjE,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,JeedBe,"#ChetcoBarFire Evac Level 3 #CurryCounty 9/04/17
Posted:09/04/17 09:19 pm 2017_09_04-21.19.03.324-CDT.jpeg (219×255) https://t.co/W4Ny4y5U6J",Evacuation,Evacuation and immediate disruption,Neutral/Informational,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,isitart,"""FIRE Could Surround Us Any Moment""  Chetco Bar Fire Is Just Hours Away PL... https://t.co/1WgMomegLw via @YouTube",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Distressed/Urgent,Media and Information Sharing
chetco-bar,Lukas__Johnson,"It's crazy seeing pictures of the Eagle Creek fire. But it's only 3,200 acres. Remember, Chetco Bar fire is 167,513 currently in Southern OR",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Situational Awareness and Mapping
chetco-bar,ItsMeghanPrice,The Chetco Bar Fire which began early July and is only 10% contained https://t.co/Y6QNX5SrTH,Fire Progression,Seeking visibility and official action,Hope/Reassurance,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,jandianmfr,"Chetco Bar Fire surpasses 150,000 acres, new evacuations issued for Illinois Valley https://t.co/FeLw1MPSTw",Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Evacuation and public safety,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,demoman3955,https://t.co/tkdjV8aKkj... https://t.co/xmiFXdXsH5,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,ldjranch,What an awesome photo-op @OregonGovBrown !  But what have you really done to help us? #ChetcoBarFire  @LouDobbs @FoxNews  @SpecialReport https://t.co/dK4XxFfeCh,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,ldjranch,#ChetcoBarFire  @LouDobbs @FoxNews  @SpecialReport @BretBaier  @DailyCaller @FoxBusiness @TrishIntel https://t.co/Td2tuZAKvt,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,JeedBe,"Chetco Bar Fire grows over 150,000 acres, new evacuations issued for Illinois Valley https://t.co/dvyrw15f7y",Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Evacuation and public safety,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,dreamhome,Additional Level 3 (GO!) evacuation notices issued for Chetco Bar Fire evacuees https://t.co/cDB44sHd19,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,MamasSecureWay,Additional Level 3 (GO!) evacuation notices issued for Chetco Bar Fire evacuees https://t.co/TjGVqTH8Mf,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,pattyeckroth,Chetco Bar fire in Rogue River-Siskiyou National Forest a conflagration https://t.co/VNDPArUk2p,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,JuliaJayes,"#Chetco Bar Fire now 143,000 acres, slowly moving toward Illinois Valley #wildfires #oregonfires https://t.co/qxijm3F2iu",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Sushimom_10,@Fairwinds10 @OregonGovBrown @RonWyden @SenJeffMerkley It's not close to Portland and all the fire crews are on the Chetco Bar fire which is threatening a lot more people. There is no one left.,Operational Coordination,,,,Firefighting Operations and Crew Deployment,Concerned/Anxious,Operational Response and Resources
chetco-bar,JuliaJayes,Now is the time for community to ban together - sending love to beautiful Oregon &amp; my loved ones facing possible #evacuation #ChetcoBarFire https://t.co/pJiOfMMi23,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Grateful/Supportive,Evacuation and Area Closures
chetco-bar,Swimmerbrittney,I would like to point out the fact that the chetco bar fire is 30x larger than the LA fire right now but they have way more coverage of it,Fire Progression,Seeking visibility and official action,Anger/Blame,Media and political accountability,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,cookies1961,"Chetco Bar Fire grows to 167,000 acres, multiple evacuations issued for Illinois Valley, Brookings area. No relief in sight #oregonfires https://t.co/9t30hVs2GF",Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Evacuation and public safety,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Sushimom_10,@itsmikebivins There are no fire crews on it. They're all on Chetco Bar. There's no crews to spare.,Operational Coordination,,,,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,rickwj9851,Additional Level 3 (GO!) evacuation notices issued for Chetco Bar Fire evacuees https://t.co/YEfwMCGRo0,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,LTPthatsme,"While you're watching #EagleCreekFire - let's not forget our fellow Oregonians to the South...#ChetcoBarFire

https://t.co/GjXI67S4CF",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Environmental Observation and Fire Spectacle,Engaged/Observational,Situational Awareness and Mapping
chetco-bar,sillyauntysissy,Oregians have true pioneer spirit...help as one of the town burns...true #oregongirl https://t.co/R6nL53kKQX,Fire Progression,Seeking visibility and official action,Alarm/Distress,"Requests, donations, and aid",Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Key2Eraserhead,@chmayer @CloverCGreens The Chetco Bar Fire has been burning since July 12th. They expect containment in October.,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Grateful/Supportive,Fire Behavior and Status
chetco-bar,OregonBruin,"@katiemcraepdx @nytimes #ChetcoBarFire Brookings-Harbor has 15,000 people affected, not 6,500 as seen in many stories. Big deal? Yes, it is, to us!",Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Personal Experience and Community Impact
chetco-bar,jenovi,"I'm about 10 miles from the Chetco Bar fire, really terrible visibility and air quality here. Crazy conditions around the whole state. https://t.co/VoutSLDaU2",Smoke / Air Quality,Living with smoke and threat,Neutral/Informational,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Concerned/Anxious,Smoke and Air Quality
chetco-bar,throssel,"@karynn @Narutolover164 @chick_in_kiev Chetco Bar Fire in Brookings, Oregon. 170,000 acre megafire still burning. Homes have already been burning down, mines a mile away https://t.co/4ws0mLTHaC",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Grateful/Supportive,Fire Behavior and Status
chetco-bar,Sushimom_10,@excaligirltoo @FishSqueezHer @itsmikebivins Yeah. It's bad and Oregon has already declared a state of emergency for the Chetco Bar fire.,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Distressed/Urgent,Fire Behavior and Status
chetco-bar,DrDanielFindley,@polarscribe @excaligirltoo @NWSPortland I've found this helpful while following the Chetco Bar fire: https://t.co/6ZoHRkvPwf,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Janner99362,"Proven effective WW, NOT USA. WHY?! @forestservice @Interior @LouDobbs @foxandfriends #oregonfires #ChetcoBarFire https://t.co/RCRT0JBUIw",Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Janner99362,@LouDobbs @forestservice @Interior @foxandfriends #ChetcoBarFire #oregonfires #OregonFire https://t.co/sbgmur8IpL,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,wash_gton,"Chetco Bar 🔥 in Brookings, Oregon 170,000 acres burning
#oregonfires https://t.co/YfLKgT8rXA",Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Janner99362,#ChetcoBarFire @LouDobbs @forestservice @foxandfriends @Interior https://t.co/FFBhn3qxib,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Janner99362,#ChetcoBarFire #oregonfires @LouDobbs @forestservice @Interior @foxandfriends https://t.co/47Jhz8O1CL,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,wash_gton,"#Oregonfires #ChetcoBarFire
Level 3 evacuation pts of Curry/Josephine Co., 170k acres burning. https://t.co/xaCWUy0xlK",Evacuation,Evacuation and immediate disruption,Neutral/Informational,Evacuation and public safety,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,realpnwBelle,FIRE Could Surround Us Any Moment  Chetco Bar Fire Is Just Hours Away PL... https://t.co/cCslM3x4Pe via @YouTube,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Distressed/Urgent,Media and Information Sharing
chetco-bar,kandijwyatt,@malushka868 You're getting the Chetco Bar fire. I'm on the west side of it. It's not doing well. Harvey and others took the news.,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,barttels2,Closer to 400. Chetco Bar growing &amp; only 5% contained. https://t.co/FYTQIGY7ZS,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,alteredhearts,@KGWNews why is there no coverage of the #ChetcoBarFire ? https://t.co/zIjTMPknu0,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,alteredhearts,@KATUNews Where are your reporters for the #ChetcoBarFire? https://t.co/zIjTMPknu0,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,alteredhearts,@fox12oregon Where are the updates for Oregon's/ country's largest fire #ChetcoBarFire ?https://t.co/zIjTMPknu0,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,alteredhearts,@ABCWorldNews why aren't you covering the largest fire in the country? #ChetcoBarFire #brookings is a small coastal town and needs help!,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,DrTomMartinPhD,"OREGON BURNS: Chetco Bar Fire grows to 167,000 acres, multiple evacuations issued for Brookings, Oregon. https://t.co/eunWFV5Sup #mSnBc #cNn",Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Evacuation and public safety,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,alteredhearts,@KATUNews where are photos of the #ChetcoBarFire ?,Public Accountability,,,,Environmental Observation and Fire Spectacle,Engaged/Observational,Situational Awareness and Mapping
chetco-bar,alteredhearts,@GenevieveReaume @KATUNews @RedCross Who's helping the evacuee's of the #ChetcoBarFire ? People in #Brookings #Oregon need help too!,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,alteredhearts,@BMacTV @JohnKPTV please update us on the #ChetcoBarFire !! #brookingsoregon,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Concerned/Anxious,Personal Experience and Community Impact
chetco-bar,alteredhearts,@Anna_Canzano how about an update on the #ChetcoBarFire in #Brookings Oregon,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Personal Experience and Community Impact
chetco-bar,ElizabethMeadow,I feel like we are in extreme #peril #ChetcoBarFire #Eaglecreekfire #MillerComplexfire #level4 @repgregwalden @mailtribune @ThatOregonLife https://t.co/oUWC07zkGq,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,alteredhearts,Info on #ChetcoBarFire #brookings #kalmiopsiswilderness https://t.co/dMiYTGtCNk,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,michaelbish,"Between the Chetco Bar Fire and this, the end of summer has been a bummer. https://t.co/516XKjpiFX",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Sushimom_10,@enviadventures @ForestServiceNW I doubt it. They already declared a state of emergency because they had all their crews on the Chetco Bar fire. They simply have none left.,Operational Coordination,,,,Firefighting Operations and Crew Deployment,Distressed/Urgent,Operational Response and Resources
chetco-bar,ElizabethMeadow,Smoke 24/7 for 2 weeks #wecantbreathe #pnwonfire #EagleCreekFire #ChetcoBarFire #MillerComplexfire #pelicanbuttefire @OregonGovBrown https://t.co/hTyEn9sZFW,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
chetco-bar,alteredhearts,@JohnKPTV how about info on the #ChetcoBarFire ? It's important to us too!,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,cynthialowens,Could someone please inform DC that Oregon et al. are currently besieged with out of control wildfires? Could use a little help. #ChetcoBar,Fire Progression,Seeking visibility and official action,Alarm/Distress,"Requests, donations, and aid",Tracking Fire Scale and Containment Progress,Concerned/Anxious,Fire Behavior and Status
chetco-bar,cynthialowens,@mitchellvii Stay safe Bill - wish some of that rain would come our way - wildfires are out of control https://t.co/luqluoeBQ1 #ChetcoBar,Community Solidarity,,,,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Weather and Environmental Conditions
chetco-bar,alteredhearts,@BLMOregon Why isn't there more info on the #ChetcoBarFire ?,Public Accountability,,,,Evacuation Orders and Displacement Experiences,Frustrated/Critical,Evacuation and Area Closures
chetco-bar,Chelisou,Matt Vercoe Credit #ChetcoBarFire #prayforus https://t.co/4gVSDjME3O,Fire Progression,"Solidarity, prayer, and gratitude",Alarm/Distress,Community solidarity and appreciation,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,barttels2,"@eturnermd1 @rojasburke Long discussion, but yeah. Eagle Creek, freak act of idiocy. Chetco Bar, reprehensible mismanagement. That &amp; rest: argument is to ⬆️ mgmt.",Public Accountability,,,,Institutional Accountability and Crisis Governance,Informational/Neutral,Institutional and Political Commentary
chetco-bar,ldjranch,"@RicksOpinion Well, you know what they say about opinions...
#ChetcoBarFire",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Leanneclement20,Chetco bar fire like a tragedy that keeps on going,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,dive328,#ChetcoBarFire https://t.co/GfNXHa1sNR,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,ewoksamongus,"@Annod40 @RepGoodlatte #EagleCreekFire is just the newest. #ChetcoBarFire is over 150,000 acres here in SW Oregon. 60 fires in NW. Montana, Oregon, California etc",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,ldjranch,#ChetcoBarFire  @LouDobbs @FoxBusiness @BretBaier @SpecialReport   @FoxNews https://t.co/c8Vni6HvyQ,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,ldjranch,"My little private horse ranch never had any handouts or subsidies. I will spend no more time on your BS. Blocked.
#ChetcoBarFire https://t.co/rYG0LbpA6F",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,alteredhearts,@GenevieveReaume @KATUNews @RedCross just seems like the #ChetcoBarFire has been put on the back burner for the news😳,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,alteredhearts,@GenevieveReaume @KATUNews it's still important to people who love that area of the Oregon coast. #ChetcoBarFire is effecting Brookings.,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Grateful/Supportive,Personal Experience and Community Impact
chetco-bar,jerrymfray,E80R has seen more fire action this summer than it has in its entire life. #EagleCreekFire #ChetcoBarFire #neenaspringsfire https://t.co/mt9t4F8SKX,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,webchickbot,@washingtonpost @nytimes @CNN #ChetcoBarFire #EagleCreekFire #CascadeLocks #oregonfires - Wildfires rage in Oregon - https://t.co/zc7IBPdhV9,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Media and Information Sharing
chetco-bar,ersreck,Are there any non-profits/relief funds to help out at #ORwildfires #chetcobarfire #EagleCreekFire? Would love to help with $$ or supplies.,Fire Progression,Seeking visibility and official action,Alarm/Distress,"Requests, donations, and aid",Tracking Fire Scale and Containment Progress,Grateful/Supportive,Fire Behavior and Status
chetco-bar,joyoy,There is a flake of cremated tree in my eye 😢🌲🔥 #cascadelocksfire #chetcobarfire,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Engaged/Observational,Fire Behavior and Status
chetco-bar,b3achgrl,#ChetcoBarFire #OregonFire https://t.co/ehFOD7Coae,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,RoxannRider,Chetco Bar fire animal relief fund https://t.co/zK03EqmC6z,Fire Progression,Seeking visibility and official action,Hope/Reassurance,"Requests, donations, and aid","Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,ldjranch,#ChetcoBarFire 🔥 @LouDobbs @FoxBusiness @BretBaier @SpecialReport https://t.co/Ps5XKv1k9v,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,b3achgrl,"""You don’t use a sledgehammer to do your finish work."" Really?! #oregonfires #ChetcoBarFire #EagleCreekFire  https://t.co/oKQWjegwRc",Fire Progression,Seeking visibility and official action,Alarm/Distress,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,ersreck,"Good resource of where $, supplies, food are needed for  #ChetcoBarFire #ORwildfire and how you can help https://t.co/zvactrWL9M",Fire Progression,Seeking visibility and official action,Alarm/Distress,"Requests, donations, and aid",Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,BornByTheSea,Like watching Armageddon pour over the ridge. #EagleCreek only a fraction of #ChetcoBarFire. #WeNeedRain #WeNeedControlledBurns https://t.co/8OmmKokSjt,Fire Progression,Seeking visibility and official action,Hope/Reassurance,"Smoke, weather, and air quality",Environmental Observation and Fire Spectacle,Engaged/Observational,Situational Awareness and Mapping
chetco-bar,ldjranch,#ChetcoBarFire  🔥  @LouDobbs @FoxBusiness @BretBaier @SpecialReport https://t.co/QKMoQMPtqB,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,beads_n_lace,@CBSEveningNews  WHY are you NOT reporting on the massive out of control wildfires in OREGON?? Chetco Bar Fire and the Eagle Creek Fire??,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Sushimom_10,"@SurvivalNews4U It's not really Cali that's taking resources. It's the Chetco Bar fire. It's close to 2 good sized towns and over 150,000 acres",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Sushimom_10,@mdkalk @CNN And Cali is much worse than us. They're not going to cover a 5000ac fire when Chetco Bar is 150000ac,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,thomjohnson1,"I'm afraid we'll be saying Merry Christmas before this is over.
#ChetcoBarFire https://t.co/ycNyuspf9G",Fire Progression,Seeking visibility and official action,Alarm/Distress,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,TravellingTaff,@evieengland #panamandmore photos won't be any good for a while. The last few days have been a little #smoky because of the #ChetcoBarFire. https://t.co/IewX9QrnoX,Smoke / Air Quality,,,,Environmental Observation and Fire Spectacle,Engaged/Observational,Situational Awareness and Mapping
chetco-bar,EleriTMLH,"6) That would be the Chetco Bar Fire, which is at 167,513 acres, and is 5% contained.",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,ldjranch,"@Ready_Northwest Red Cross shelter for people impacted by #ChetcoBarFire : Brookings Church of the Nazarene 
1600 Chetco Ave 
Brookings, OR",Evacuation,,,,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,EleriTMLH,9) Most of these fires have less than 1000 people fighting them (Chetco Bar is at 1600).,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,AndreaSlominsk1,"@CNN oregon needs nelp! Chetco Bar Fire 🔥 out of control, please cover this!!!!!",Fire Progression,,,,Media Amplification and Information Gaps,Concerned/Anxious,Media and Information Sharing
chetco-bar,biff_schulz,"Another smoke filled day. 157,785 acres,chetco bar fire.10% contained as of today. https://t.co/XBq4lwTJVV",Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Scrumhalf1,@Downriver5 It's nasty even in Portland. Extremely smoky and ash falling from the sky. How are you guys holding up down there with the #ChetcoBarFire ?,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Smoke and Air Quality
chetco-bar,TheBillPost,"Chetco Bar Fire at 176,000 acres but that's rural Oregon, oops. #orpol #oregonfires https://t.co/FaYrjUpaix",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Institutional Accountability and Crisis Governance,Informational/Neutral,Institutional and Political Commentary
chetco-bar,TheBillPost,"Chetco Bar Fire at 176,000 acres but it's too rural right? #oregonfires #orpol https://t.co/iN6GXzNcCH",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Institutional Accountability and Crisis Governance,Informational/Neutral,Institutional and Political Commentary
chetco-bar,Sushimom_10,@ceeweb I know they're moving crews in but you need to realize that like 90% of the fire crews were in Chetco Bar trying to save Brookings.,Operational Coordination,,,,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,alteredhearts,#ChetcoBarFire https://t.co/bEtL9BRFRs,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,InfoPasser,@ProudResister @INash2009 And The Pacific NorthWest is on fire #ChetcoBarFire,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Smoke and Air Quality
chetco-bar,punkyturkey9,@OregonGovBrown DO something about these fires! We have resources available! Our beautiful state is BURNING! #ChetcoBarFire #EagleCreekFire,Operational Coordination,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,TMDub22,@Leberneck @Rie69ly That chetco bar fire is nothing to fuck with.,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Dance_Dragonfly,"@KATUNews @FollowWIN Can we get her to comment on the fires in S. Oregon also?  Chetco Bar is at 150,000 acres, Horse Prairie is at 12,083!",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,webchickbot,@CNN @nytimes Before and After photos of the Columbia Gorge between Washington and Oregon. #oregonfires #ChetcoBarFire #EagleCreekFire https://t.co/p77zCTXZZH,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Situational Awareness and Mapping
chetco-bar,the_Ferrett,"Oregon has over 350,000 acres of land burning, and half of that is being burned by the Chetco Bar Fire. Stay safe ODF and contract crews💨💦🔥",Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,sarahszuhay,Seeing my beautiful state burn is absolutely heartbreaking... #EagleCreekFire #ChetcoBarFire,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Jenstro10,@nytimes @MSNBC Oregon is on fire. #ChetcoBarFire #EagleCreekFire #LaTunaFire,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,1badassblades,@Braveheart_USA @usfs_pnwrs @steph93065 @AppSame @CarmineZozzora @Lrihendry @ChristieC733 @LeahR77 @We_R_TheMedia @carrieksada @phil200269 @DrMartyFox largest u.s. forest fire 150000 acre chetco bar fire in southern Oregon could certainly benefit. Why aren't we getting the help that we need,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Weather and Environmental Conditions
chetco-bar,1badassblades,This would certainly help the 150000 acre chetco bar fire burning in southern Oregon. USFS NEEDS TO PULL THEIR HEADS OUT THEIR ASSES. https://t.co/XDscbBVrXN,Fire Progression,Seeking visibility and official action,Alarm/Distress,"Requests, donations, and aid",Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
